date,canton,region,y
2021-05-09,GL,5,0.0314985184300715
2021-05-09,GR,5,0.136369572518132
2021-05-09,JU,2,0.102877407574385
2021-05-09,LU,6,0.773915484589815
2021-05-09,NE,2,0.253614862745583
2021-05-09,NW,6,0.0462619192482937
2021-05-09,OW,6,0.0216422840747975
2021-05-09,SG,5,1.05264418441427
2021-05-09,SH,5,0.153105081732125
2021-05-09,SO,2,0.375679208953645
2021-05-09,SZ,6,0.331653729548133
2021-05-09,TG,5,0.57671560987274
2021-05-09,TI,7,0.852742254905529
2021-05-09,UR,6,0.0594029123850863
2021-05-09,VD,1,1.32283517430135
2021-05-09,VS,1,0.668139046345475
2021-05-09,ZG,6,0.108595582076976
2021-05-09,ZH,4,2.26840554256914
2022-05-09,AG,3,1.73020596154192
2022-05-09,AI,5,0.0182780300581039
2022-05-09,AR,5,0.234416567649738
2022-05-09,BE,2,3.32497632167848
2022-05-09,BL,3,0.661690533844848
2022-05-09,BS,3,0.596275353747237
2022-05-09,FR,2,0.753285492056533
2022-05-09,GE,1,3.41411319323404
2022-05-09,GL,5,0.0594792748031115
2022-05-09,GR,5,0.342024529120254
2022-05-09,JU,2,0.368833220277142
2022-05-09,LU,6,1.82296828574403
2022-05-09,NE,2,0.429135642786352
2022-05-09,NW,6,0.0866325758464724
2022-05-09,OW,6,0.139980535885369
2022-05-09,SG,5,2.22617712540115
2022-05-09,SH,5,0.376789792633233
2022-05-09,SO,2,1.05054872134323
2022-05-09,SZ,6,0.761730392285842
2022-05-09,TG,5,1.2701423646489
2022-05-09,TI,7,3.03460568172339
2022-05-09,UR,6,0.0979040603491485
2022-05-09,VD,1,3.69978343265806
2022-05-09,VS,1,1.73740595855635
2022-05-09,ZG,6,0.614130845092268
2022-05-09,ZH,4,6.90759748376356
2020-11-09,AG,3,2.43885781606375
2020-11-09,AI,5,0.0239366810348495
2020-11-09,AR,5,0.245759715344715
2020-11-09,BE,2,2.90896483313674
2020-11-09,BL,3,1.02663866925415
2020-11-09,BS,3,0.654574731291322
2020-11-09,FR,2,0.802954741557329
2020-11-09,GE,1,3.11514923583717
2020-11-09,GL,5,0.0554383322820709
2020-11-09,GR,5,0.342375013038883
2020-11-09,JU,2,0.30186181326039
2020-11-09,LU,6,1.7652050115347
2020-11-09,NE,2,0.647276833740967
2020-11-09,NW,6,0.0802079510766116
2020-11-09,OW,6,0.0629704079143702
2020-11-09,SG,5,2.48137719362451
2020-11-09,SH,5,0.340422484750298
2020-11-09,SO,2,0.963169751810824
2020-11-09,SZ,6,0.686048187184196
2020-11-09,TG,5,1.20562473666469
2020-11-09,TI,7,2.94480896055567
2020-11-09,UR,6,0.13084915709812
2020-11-09,VD,1,3.62456801731173
2020-11-09,VS,1,1.67642488953207
2020-11-09,ZG,6,0.228783370812334
2020-11-09,ZH,4,5.98695494155638
2021-11-09,AG,3,1.88130134107248
2021-11-09,AI,5,0.0199948138561699
2021-11-09,AR,5,0.206256065892731
2021-11-09,BE,2,2.89883408567872
2021-11-09,BL,3,0.648362354883357
2021-11-09,BS,3,0.592742319206601
2021-11-09,FR,2,0.830964476489004
2021-11-09,GE,1,3.41038122480439
2021-11-09,GL,5,0.0602139204247292
2021-11-09,GR,5,0.342070346571069
2021-11-09,JU,2,0.267505382385454
2021-11-09,LU,6,1.8218761073652
2021-11-09,NE,2,0.625761820362878
2021-11-09,NW,6,0.0771847825270977
2021-11-09,OW,6,0.0525604481278768
2021-11-09,SG,5,2.26245632280175
2021-11-09,SH,5,0.347022155678401
2021-11-09,SO,2,0.975558868831675
2021-11-09,SZ,6,0.750230603733377
2021-11-09,TG,5,1.18645698653606
2021-11-09,TI,7,3.04603341548141
2021-11-09,UR,6,0.147456220808973
2021-11-09,VD,1,3.7282066994535
2021-11-09,VS,1,1.66592525285467
2021-11-09,ZG,6,0.243548729641275
2021-11-09,ZH,4,5.48455876132514
2022-11-09,AG,3,1.65517538240742
2022-11-09,AI,5,0.0204095205263687
2022-11-09,AR,5,0.233320864851611
2022-11-09,BE,2,3.1649128614546
2022-11-09,BL,3,0.597417657200467
2022-11-09,BS,3,0.503225593571635
2022-11-09,FR,2,0.679139542164698
2022-11-09,GE,1,2.55524980522003
2022-11-09,GL,5,0.0469327337204851
2022-11-09,GR,5,0.353080632443884
2022-11-09,JU,2,0.301598265017667
2022-11-09,LU,6,1.93112135739861
2022-11-09,NE,2,0.36867618781751
2022-11-09,NW,6,0.0785640052772775
2022-11-09,OW,6,0.130773186282238
2022-11-09,SG,5,2.12635852217136
2022-11-09,SH,5,0.313871076201834
2022-11-09,SO,2,0.900956702442407
2022-11-09,SZ,6,0.733268748480314
2022-11-09,TG,5,1.08629103220478
2022-11-09,TI,7,2.61184688824537
2022-11-09,UR,6,0.105926813467528
2022-11-09,VD,1,3.15476605830869
2022-11-09,VS,1,1.69064474657481
2022-11-09,ZG,6,0.538360529508285
2022-11-09,ZH,4,5.6583623659657
2020-10-09,AG,3,3.11338115215828
2020-10-09,AI,5,0.049478539256805
2020-10-09,AR,5,0.298273171215346
2020-10-09,BE,2,3.73595376466271
2020-10-09,BL,3,1.30810858408464
2020-10-09,BS,3,0.774041972082237
2020-10-09,FR,2,1.08972616620949
2020-10-09,GE,1,4.27457823401586
2020-10-09,GL,5,0.0701226294672617
2020-10-09,GR,5,0.564664445501918
2020-10-09,JU,2,0.352748945428154
2020-10-09,LU,6,2.32942381379707
2020-10-09,NE,2,0.782854195122355
2020-10-09,NW,6,0.12735684918043
2020-10-09,OW,6,0.0738651711547882
2020-10-09,SG,5,3.36893092109598
2020-10-09,SH,5,0.451110397081167
2020-10-09,SO,2,1.17112067178157
2020-10-09,SZ,6,0.98550360527143
2020-10-09,TG,5,1.74186669857545
2020-10-09,TI,7,3.97099023850595
2020-10-09,UR,6,0.194739438448087
2020-10-09,VD,1,4.98444836280679
2020-10-09,VS,1,2.43449380177414
2020-10-09,ZG,6,0.272834304357188
2020-10-09,ZH,4,7.10373964109045
2021-10-09,AG,3,1.74033866701066
2021-10-09,AI,5,0.0288086033048629
2021-10-09,AR,5,0.23415771863274
2021-10-09,BE,2,2.75264234819182
2021-10-09,BL,3,0.563931757891019
2021-10-09,BS,3,0.456150708272979
2021-10-09,FR,2,0.916115229823642
2021-10-09,GE,1,2.49254529516125
2021-10-09,GL,5,0.0701649224987834
2021-10-09,GR,5,0.411247256861248
2021-10-09,JU,2,0.290891862408378
2021-10-09,LU,6,1.9935106277317
2021-10-09,NE,2,0.614348184282032
2021-10-09,NW,6,0.104488850395791
2021-10-09,OW,6,0.0635883560971594
2021-10-09,SG,5,2.91221082330603
2021-10-09,SH,5,0.38039762318332
2021-10-09,SO,2,0.966840238703906
2021-10-09,SZ,6,0.851944952940916
2021-10-09,TG,5,1.65468196370634
2021-10-09,TI,7,2.13294448702443
2021-10-09,UR,6,0.163563991786584
2021-10-09,VD,1,3.6752053073118
2021-10-09,VS,1,2.05160480575247
2021-10-09,ZG,6,0.231898957467766
2021-10-09,ZH,4,5.89797549406259
2022-10-09,AG,3,0.786158534011059
2022-10-09,AI,5,0.0148401548383911
2022-10-09,AR,5,0.111404544253875
2022-10-09,BE,2,1.41226809707756
2022-10-09,BL,3,0.247713418439731
2022-10-09,BS,3,0.20099371628543
2022-10-09,FR,2,0.370937298595346
2022-10-09,GE,1,0.949714693754768
2022-10-09,GL,5,0.0233853052164926
2022-10-09,GR,5,0.160607787203646
2022-10-09,JU,2,0.126319103499573
2022-10-09,LU,6,1.00889830893937
2022-10-09,NE,2,0.139608905450979
2022-10-09,NW,6,0.0675964040381277
2022-10-09,OW,6,0.0806575103376015
2022-10-09,SG,5,1.12579663966749
2022-10-09,SH,5,0.147261986145688
2022-10-09,SO,2,0.413908976632109
2022-10-09,SZ,6,0.443886512335975
2022-10-09,TG,5,0.629128423992434
2022-10-09,TI,7,0.689853385214717
2022-10-09,UR,6,0.0553392569397098
2022-10-09,VD,1,1.41057833382741
2022-10-09,VS,1,0.893224909716811
2022-10-09,ZG,6,0.251939980376895
2022-10-09,ZH,4,2.83223117627921
2020-09-09,AG,3,2.49560566591441
2020-09-09,AI,5,0.0296540723331531
2020-09-09,AR,5,0.227567054553942
2020-09-09,BE,2,3.02515044796329
2020-09-09,BL,3,1.11431878083507
2020-09-09,BS,3,0.678451105596039
2020-09-09,FR,2,0.84023448243513
2020-09-09,GE,1,4.04210949542898
2020-09-09,GL,5,0.0487438936351874
2020-09-09,GR,5,0.384041872732773
2020-09-09,JU,2,0.293987868956624
2020-09-09,LU,6,1.92430826330218
2020-09-09,NE,2,0.688877904274712
2020-09-09,NW,6,0.087236034749944
2020-09-09,OW,6,0.0591323153037761
2020-09-09,SG,5,2.68139386256136
2020-09-09,SH,5,0.376389575242352
2020-09-09,SO,2,0.992551660654092
2020-09-09,SZ,6,0.737948002495618
2020-09-09,TG,5,1.42154945948585
2020-09-09,TI,7,2.99537537056772
2020-09-09,UR,6,0.154014773511986
2020-09-09,VD,1,3.80464743790753
2020-09-09,VS,1,1.91484088987561
2020-09-09,ZG,6,0.223004889579611
2020-09-09,ZH,4,6.10868955875943
2021-09-09,AG,3,1.82175901832423
2021-09-09,AI,5,0.0154675014726297
2021-09-09,AR,5,0.238601619759668
2021-09-09,BE,2,3.19484301329908
2021-09-09,BL,3,0.705320886687347
2021-09-09,BS,3,0.574229327862265
2021-09-09,FR,2,0.858455730182395
2021-09-09,GE,1,1.5341190201173
2021-09-09,GL,5,0.0529559662930335
2021-09-09,GR,5,0.423692372988652
2021-09-09,JU,2,0.311049191154192
2021-09-09,LU,6,2.02729218665965
2021-09-09,NE,2,0.652672719679277
2021-09-09,NW,6,0.0935862551124982
2021-09-09,OW,6,0.0588018030944769
2021-09-09,SG,5,2.41166026397814
2021-09-09,SH,5,0.357157602362147
2021-09-09,SO,2,0.982226678532786
2021-09-09,SZ,6,0.813797030110489
2021-09-09,TG,5,1.3344951281306
2021-09-09,TI,7,2.837846359418
2021-09-09,UR,6,0.164116150809228
2021-09-09,VD,1,4.03816449543315
2021-09-09,VS,1,1.87476667610023
2021-09-09,ZG,6,0.26168578292764
2021-09-09,ZH,4,5.885053014922
2022-09-09,AG,3,2.39309323153797
2022-09-09,AI,5,0.0259878930636519
2022-09-09,AR,5,0.296292839174556
2022-09-09,BE,2,4.30902864940529
2022-09-09,BL,3,0.859105006536682
2022-09-09,BS,3,0.695551979610122
2022-09-09,FR,2,1.03953256143825
2022-09-09,GE,1,3.57551397477872
2022-09-09,GL,5,0.0765809320214823
2022-09-09,GR,5,0.474202783894157
2022-09-09,JU,2,0.408633704154065
2022-09-09,LU,6,2.5350341277548
2022-09-09,NE,2,0.499409039078945
2022-09-09,NW,6,0.101141435271277
2022-09-09,OW,6,0.195664011109408
2022-09-09,SG,5,2.96134788549351
2022-09-09,SH,5,0.44888178928126
2022-09-09,SO,2,1.25771487061796
2022-09-09,SZ,6,1.0490696400464
2022-09-09,TG,5,1.58005825919916
2022-09-09,TI,7,3.62903306495442
2022-09-09,UR,6,0.164701596014089
2022-09-09,VD,1,4.45963844227763
2022-09-09,VS,1,2.22167330914624
2022-09-09,ZG,6,0.725748029310183
2022-09-09,ZH,4,7.67812208539091
2020-04-10,AG,3,0.605716489830169
2020-04-10,AI,5,0.0087875521050637
2020-04-10,AR,5,0.0568715961280839
2020-04-10,BE,2,0.72898736224303
2020-04-10,BL,3,0.269249578333581
2020-04-10,BS,3,0.127000099627501
2020-04-10,FR,2,0.249397307657725
2020-04-10,GE,1,0.769146945285744
2020-04-10,GL,5,0.0131605732439785
2020-04-10,GR,5,0.083689685736421
2020-04-10,JU,2,0.0617086658073062
2020-04-10,LU,6,0.527088261801321
2020-04-10,NE,2,0.153128577860749
2020-04-10,NW,6,0.0246580121835807
2020-04-10,OW,6,0.0134397855724505
2020-04-10,SG,5,0.740846641563429
2020-04-10,SH,5,0.0878238295676669
2020-04-10,SO,2,0.246257050067239
2020-04-10,SZ,6,0.214321503644776
2020-04-10,TG,5,0.369450776857787
2020-04-10,TI,7,1.30488334882896
2020-04-10,UR,6,0.0477574478351581
2020-04-10,VD,1,1.04524838632798
2020-04-10,VS,1,1.14464601725328
2020-04-10,ZG,6,0.075910117549291
2020-04-10,ZH,4,1.65551450986388
2021-04-10,AG,3,1.42978054494469
2021-04-10,AI,5,0.0253644624508506
2021-04-10,AR,5,0.173841198446356
2021-04-10,BE,2,2.3482207166956
2021-04-10,BL,3,0.776135868744705
2021-04-10,BS,3,0.432578608833933
2021-04-10,FR,2,0.686442922145065
2021-04-10,GE,1,2.17385672938738
2021-04-10,GL,5,0.0564537566407353
2021-04-10,GR,5,0.28078461107898
2021-04-10,JU,2,0.198162432786338
2021-04-10,LU,6,1.58817264721917
2021-04-10,NE,2,0.516682609638409
2021-04-10,NW,6,0.0813122691219004
2021-04-10,OW,6,0.0521108888668869
2021-04-10,SG,5,2.16350707633102
2021-04-10,SH,5,0.332787026152057
2021-04-10,SO,2,0.842689436274107
2021-04-10,SZ,6,0.7208835474809
2021-04-10,TG,5,1.3472331626615
2021-04-10,TI,7,1.58923036460936
2021-04-10,UR,6,0.123104833103924
2021-04-10,VD,1,2.9287947824904
2021-04-10,VS,1,1.37027855721725
2021-04-10,ZG,6,0.19502295840014
2021-04-10,ZH,4,4.89359314104459
2022-04-10,AG,3,0.788735276116733
2022-04-10,AI,5,0.0103116676484198
2022-04-10,AR,5,0.0878093402883493
2022-04-10,BE,2,1.26685838907167
2022-04-10,BL,3,0.278548954440486
2022-04-10,BS,3,0.194780165071033
2022-04-10,FR,2,0.385431277138689
2022-04-10,GE,1,0.96016655497064
2022-04-10,GL,5,0.0235059186767582
2022-04-10,GR,5,0.162348850334622
2022-04-10,JU,2,0.117339666344087
2022-04-10,LU,6,0.836496248371185
2022-04-10,NE,2,0.185948361923729
2022-04-10,NW,6,0.0579665157219234
2022-04-10,OW,6,0.0281832146813429
2022-04-10,SG,5,1.14927279658132
2022-04-10,SH,5,0.158588294948485
2022-04-10,SO,2,0.412729079373083
2022-04-10,SZ,6,0.357781032974949
2022-04-10,TG,5,0.585855995509295
2022-04-10,TI,7,0.832848866004582
2022-04-10,UR,6,0.0610151384107791
2022-04-10,VD,1,1.41994545710518
2022-04-10,VS,1,0.813238213851401
2022-04-10,ZG,6,0.103147613053552
2022-04-10,ZH,4,2.46558309596402
2020-08-10,AG,3,2.67101758055923
2020-08-10,AI,5,0.030413388889825
2020-08-10,AR,5,0.272448967847768
2020-08-10,BE,2,3.29449283600493
2020-08-10,BL,3,1.13669727694006
2020-08-10,BS,3,0.713083615982297
2020-08-10,FR,2,0.850695742102451
2020-08-10,GE,1,3.60337725050864
2020-08-10,GL,5,0.0625737149427824
2020-08-10,GR,5,0.452339244608158
2020-08-10,JU,2,0.440851987324293
2020-08-10,LU,6,1.9656485268082
2020-08-10,NE,2,0.788953790112929
2020-08-10,NW,6,0.098496554392596
2020-08-10,OW,6,0.0656356521045245
2020-08-10,SG,5,2.80002620758187
2020-08-10,SH,5,0.401303303625781
2020-08-10,SO,2,1.02245440034851
2020-08-10,SZ,6,0.830652761182604
2020-08-10,TG,5,1.46162210685266
2020-08-10,TI,7,3.03326522758544
2020-08-10,UR,6,0.164609961112458
2020-08-10,VD,1,4.08778518626812
2020-08-10,VS,1,2.07814094181733
2020-08-10,ZG,6,0.254008031297877
2020-08-10,ZH,4,6.56526358894977
2021-08-10,AG,3,1.8202082738351
2021-08-10,AI,5,0.0350350773900016
2021-08-10,AR,5,0.197064380375349
2021-08-10,BE,2,3.0285291912593
2021-08-10,BL,3,0.677677299760049
2021-08-10,BS,3,0.601637561901187
2021-08-10,FR,2,0.758481660901546
2021-08-10,GE,1,3.16973465865022
2021-08-10,GL,5,0.0600200773635881
2021-08-10,GR,5,0.461539936974846
2021-08-10,JU,2,0.278123282910263
2021-08-10,LU,6,1.85038826784727
2021-08-10,NE,2,0.654235995437005
2021-08-10,NW,6,0.0859088950848789
2021-08-10,OW,6,0.060628627094928
2021-08-10,SG,5,2.30418701364507
2021-08-10,SH,5,0.378066024019615
2021-08-10,SO,2,0.901417226563421
2021-08-10,SZ,6,0.732388818463377
2021-08-10,TG,5,1.25604586228143
2021-08-10,TI,7,2.5850616932171
2021-08-10,UR,6,0.153439118360718
2021-08-10,VD,1,3.49837226848743
2021-08-10,VS,1,1.76137396776269
2021-08-10,ZG,6,0.227593291897571
2021-08-10,ZH,4,5.25473372881051
2022-08-10,AG,3,1.80908638135132
2022-08-10,AI,5,0.0263289785308315
2022-08-10,AR,5,0.213221101620925
2022-08-10,BE,2,3.51122308443572
2022-08-10,BL,3,0.644214113374938
2022-08-10,BS,3,0.608301455580861
2022-08-10,FR,2,0.757259470610997
2022-08-10,GE,1,2.92405365533639
2022-08-10,GL,5,0.0650678289961314
2022-08-10,GR,5,0.429882428074424
2022-08-10,JU,2,0.322761228068552
2022-08-10,LU,6,1.88275183541281
2022-08-10,NE,2,0.411230417969069
2022-08-10,NW,6,0.0936547854876491
2022-08-10,OW,6,0.151631091263165
2022-08-10,SG,5,2.28083969383652
2022-08-10,SH,5,0.384641024012664
2022-08-10,SO,2,1.03924982469049
2022-08-10,SZ,6,0.804697762699024
2022-08-10,TG,5,1.3122482103459
2022-08-10,TI,7,2.45259443606113
2022-08-10,UR,6,0.122022444778684
2022-08-10,VD,1,3.29965376065701
2022-08-10,VS,1,1.74843621613849
2022-08-10,ZG,6,0.527982289495433
2022-08-10,ZH,4,5.9652582247836
2020-12-10,AG,3,3.02541282139958
2020-12-10,AI,5,0.0351224046680511
2020-12-10,AR,5,0.336994007982034
2020-12-10,BE,2,3.64727820043245
2020-12-10,BL,3,1.32021104833629
2020-12-10,BS,3,0.839422299589056
2020-12-10,FR,2,1.0430119464852
2020-12-10,GE,1,4.51083454853679
2020-12-10,GL,5,0.0677283739605611
2020-12-10,GR,5,0.4592482812298
2020-12-10,JU,2,0.342349950501685
2020-12-10,LU,6,2.65877178992298
2020-12-10,NE,2,0.787493505718999
2020-12-10,NW,6,0.0988771916762912
2020-12-10,OW,6,0.0796056669795711
2020-12-10,SG,5,3.06279555364118
2020-12-10,SH,5,0.443933896195365
2020-12-10,SO,2,1.16158633438844
2020-12-10,SZ,6,0.941898314966129
2020-12-10,TG,5,1.6160511954327
2020-12-10,TI,7,4.18745302267259
2020-12-10,UR,6,0.245091250485386
2020-12-10,VD,1,4.39126353317779
2020-12-10,VS,1,2.0983104102296
2020-12-10,ZG,6,0.307586644999425
2020-12-10,ZH,4,7.43846353144534
2021-12-10,AG,3,2.04651593589484
2021-12-10,AI,5,0.0224188311257931
2021-12-10,AR,5,0.315137125932479
2021-12-10,BE,2,3.17815880396591
2021-12-10,BL,3,0.909788505589711
2021-12-10,BS,3,0.70004639741359
2021-12-10,FR,2,0.941426042780803
2021-12-10,GE,1,3.63753474749457
2021-12-10,GL,5,0.0849189248655562
2021-12-10,GR,5,0.53768932343395
2021-12-10,JU,2,0.328997492207284
2021-12-10,LU,6,2.68253773242317
2021-12-10,NE,2,0.568500971703937
2021-12-10,NW,6,0.115994904582555
2021-12-10,OW,6,0.0676625848004163
2021-12-10,SG,5,3.13596249817371
2021-12-10,SH,5,0.396002968610539
2021-12-10,SO,2,0.928111569894343
2021-12-10,SZ,6,1.01223280119314
2021-12-10,TG,5,1.63333377284147
2021-12-10,TI,7,4.27632595438328
2021-12-10,UR,6,0.20361745064835
2021-12-10,VD,1,3.8155954590395
2021-12-10,VS,1,1.77046501152914
2021-12-10,ZG,6,0.301443582170898
2021-12-10,ZH,4,6.72163424095837
2022-12-10,AG,3,1.84901217791424
2022-12-10,AI,5,0.0239096604869329
2022-12-10,AR,5,0.241193634348947
2022-12-10,BE,2,3.14281984331239
2022-12-10,BL,3,0.67888500077128
2022-12-10,BS,3,0.557243584878435
2022-12-10,FR,2,0.819250089961781
2022-12-10,GE,1,2.46390586398247
2022-12-10,GL,5,0.0648320845056123
2022-12-10,GR,5,0.354424611001129
2022-12-10,JU,2,0.271491109004231
2022-12-10,LU,6,2.00360926381393
2022-12-10,NE,2,0.396797137758002
2022-12-10,NW,6,0.097939696144227
2022-12-10,OW,6,0.17450809689711
2022-12-10,SG,5,2.64872484532371
2022-12-10,SH,5,0.47434728508519
2022-12-10,SO,2,1.16964981412976
2022-12-10,SZ,6,0.892281931754735
2022-12-10,TG,5,1.62249970793333
2022-12-10,TI,7,2.0017252659005
2022-12-10,UR,6,0.135318903966533
2022-12-10,VD,1,3.56621303226324
2022-12-10,VS,1,1.62131002062071
2022-12-10,ZG,6,0.565372462177763
2022-12-10,ZH,4,5.90941732549779
2020-02-10,AG,3,2.34319176196595
2020-02-10,AI,5,0.0184425029584661
2020-02-10,AR,5,0.216460826155915
2020-02-10,BE,2,2.9064143283747
2020-02-10,BL,3,1.01600588784788
2020-02-10,BS,3,0.703598228857125
2020-02-10,FR,2,0.749308380684918
2020-02-10,GE,1,3.821076322643
2020-02-10,GL,5,0.0550349820740398
2020-02-10,GR,5,0.541983240939833
2020-02-10,JU,2,0.300034989259939
2020-02-10,LU,6,1.84262827976732
2020-02-10,NE,2,0.593212241779064
2020-02-10,NW,6,0.0934777813186879
2020-02-10,OW,6,0.0638334990391278
2020-02-10,SG,5,2.5419678353115
2020-02-10,SH,5,0.345802706602859
2020-02-10,SO,2,0.94703535188744
2020-02-10,SZ,6,0.694416333393336
2020-02-10,TG,5,1.23936478576541
2020-02-10,TI,7,3.34717311438878
2020-02-10,UR,6,0.139590500150224
2020-02-10,VD,1,4.36585912730828
2020-02-10,VS,1,2.21873159384262
2020-02-10,ZG,6,0.197803725222691
2020-02-10,ZH,4,5.50397674522361
2021-02-10,AG,3,1.49521608835378
2021-02-10,AI,5,0.0209620711511568
2021-02-10,AR,5,0.174515537337841
2021-02-10,BE,2,2.27251893148677
2021-02-10,BL,3,0.690141995994638
2021-02-10,BS,3,0.419479125524374
2021-02-10,FR,2,0.662485877798742
2021-02-10,GE,1,2.91035815356409
2021-02-10,GL,5,0.0478342018553272
2021-02-10,GR,5,0.380853839680753
2021-02-10,JU,2,0.204482108181682
2021-02-10,LU,6,1.41755981684564
2021-02-10,NE,2,0.503377535203398
2021-02-10,NW,6,0.0779288266001646
2021-02-10,OW,6,0.0411969371214267
2021-02-10,SG,5,1.78094350169078
2021-02-10,SH,5,0.244007687353714
2021-02-10,SO,2,0.767939244274513
2021-02-10,SZ,6,0.591385417778613
2021-02-10,TG,5,0.946684084764524
2021-02-10,TI,7,2.73687644588567
2021-02-10,UR,6,0.122352173783696
2021-02-10,VD,1,3.01701138900822
2021-02-10,VS,1,1.51710234056411
2021-02-10,ZG,6,0.175605366103812
2021-02-10,ZH,4,4.35850679705995
2022-02-10,AG,3,1.5332798167233
2022-02-10,AI,5,0.0130309529344074
2022-02-10,AR,5,0.214870921452415
2022-02-10,BE,2,2.67693194773582
2022-02-10,BL,3,0.634923352515194
2022-02-10,BS,3,0.537847922302156
2022-02-10,FR,2,0.691316802425797
2022-02-10,GE,1,3.34881157775811
2022-02-10,GL,5,0.0537058843982561
2022-02-10,GR,5,0.39718443227814
2022-02-10,JU,2,0.26861674926933
2022-02-10,LU,6,1.71795664648638
2022-02-10,NE,2,0.436953196381422
2022-02-10,NW,6,0.0790679972362444
2022-02-10,OW,6,0.0463461137091934
2022-02-10,SG,5,2.06406832718063
2022-02-10,SH,5,0.314601805802014
2022-02-10,SO,2,0.872104631299591
2022-02-10,SZ,6,0.662754516869333
2022-02-10,TG,5,1.17115669917879
2022-02-10,TI,7,2.902529635109
2022-02-10,UR,6,0.137451569241229
2022-02-10,VD,1,3.41825673551673
2022-02-10,VS,1,1.66555518882885
2022-02-10,ZG,6,0.204668902404236
2022-02-10,ZH,4,5.21738780717042
2020-01-10,AG,3,3.49668837926943
2020-01-10,AI,5,0.0351435511838119
2020-01-10,AR,5,0.313989731651381
2020-01-10,BE,2,4.06023949987676
2020-01-10,BL,3,1.48673516072725
2020-01-10,BS,3,0.968476352460366
2020-01-10,FR,2,1.10060878978345
2020-01-10,GE,1,4.97468846257887
2020-01-10,GL,5,0.062674748295862
2020-01-10,GR,5,0.566153708454483
2020-01-10,JU,2,0.337979278975632
2020-01-10,LU,6,2.81035040649888
2020-01-10,NE,2,0.832033941943502
2020-01-10,NW,6,0.137592546012968
2020-01-10,OW,6,0.0880211970481015
2020-01-10,SG,5,3.91601399675347
2020-01-10,SH,5,0.519069816306522
2020-01-10,SO,2,1.34422722460631
2020-01-10,SZ,6,1.0856354902162
2020-01-10,TG,5,1.98597620248653
2020-01-10,TI,7,4.1170139786732
2020-01-10,UR,6,0.242116640601693
2020-01-10,VD,1,4.91620503202724
2020-01-10,VS,1,2.51718372723764
2020-01-10,ZG,6,0.305992041070199
2020-01-10,ZH,4,8.87433348972487
2021-01-10,AG,3,0.55394551162403
2021-01-10,AI,5,0.0049381030323018
2021-01-10,AR,5,0.0550757086969867
2021-01-10,BE,2,0.670387625854712
2021-01-10,BL,3,0.249075019093444
2021-01-10,BS,3,0.129245937921732
2021-01-10,FR,2,0.24812812510993
2021-01-10,GE,1,0.631658957045149
2021-01-10,GL,5,0.0141991021291225
2021-01-10,GR,5,0.108864612749711
2021-01-10,JU,2,0.0603419743257254
2021-01-10,LU,6,0.437053838132358
2021-01-10,NE,2,0.135838168409105
2021-01-10,NW,6,0.0263344609608436
2021-01-10,OW,6,0.0184229228512801
2021-01-10,SG,5,0.60520701544119
2021-01-10,SH,5,0.0798371038465093
2021-01-10,SO,2,0.223833519715721
2021-01-10,SZ,6,0.204515002761755
2021-01-10,TG,5,0.354864380208526
2021-01-10,TI,7,0.453136154970627
2021-01-10,UR,6,0.0422969475431346
2021-01-10,VD,1,0.897481233416897
2021-01-10,VS,1,0.47564231337447
2021-01-10,ZG,6,0.0594087864172421
2021-01-10,ZH,4,1.52960502220664
2022-01-10,AG,3,1.50696611067608
2022-01-10,AI,5,0.0075203275679877
2022-01-10,AR,5,0.165996624303369
2022-01-10,BE,2,2.55009867062155
2022-01-10,BL,3,0.629430349245242
2022-01-10,BS,3,0.566221064023203
2022-01-10,FR,2,0.635466113086389
2022-01-10,GE,1,3.2294124757402
2022-01-10,GL,5,0.0553760675412195
2022-01-10,GR,5,0.357481065732859
2022-01-10,JU,2,0.250611274303255
2022-01-10,LU,6,1.52332372382138
2022-01-10,NE,2,0.470392103433624
2022-01-10,NW,6,0.0642591705693508
2022-01-10,OW,6,0.0495490276426745
2022-01-10,SG,5,1.82696419401855
2022-01-10,SH,5,0.28543723614851
2022-01-10,SO,2,0.896510451702617
2022-01-10,SZ,6,0.619169198273362
2022-01-10,TG,5,1.04575472789981
2022-01-10,TI,7,3.45286888259152
2022-01-10,UR,6,0.113931552887297
2022-01-10,VD,1,3.57565416834617
2022-01-10,VS,1,1.72018642909272
2022-01-10,ZG,6,0.215079645395017
2022-01-10,ZH,4,5.18200890309823
2020-07-10,AG,3,3.24538005315036
2020-07-10,AI,5,0.0387192703581139
2020-07-10,AR,5,0.295739113743337
2020-07-10,BE,2,3.8404892157136
2020-07-10,BL,3,1.37830640116349
2020-07-10,BS,3,0.771017628726292
2020-07-10,FR,2,1.09893390741477
2020-07-10,GE,1,4.31951810442695
2020-07-10,GL,5,0.0757013936066885
2020-07-10,GR,5,0.486741884536053
2020-07-10,JU,2,0.395820090409422
2020-07-10,LU,6,2.49998103666619
2020-07-10,NE,2,0.890823605371523
2020-07-10,NW,6,0.123214873306309
2020-07-10,OW,6,0.0850375803151032
2020-07-10,SG,5,3.51072065888533
2020-07-10,SH,5,0.459844299692541
2020-07-10,SO,2,1.26956475148691
2020-07-10,SZ,6,1.02141782947408
2020-07-10,TG,5,1.85895143192398
2020-07-10,TI,7,3.79527757341476
2020-07-10,UR,6,0.216362142415698
